File,Seed,Trails,Number of walks,Size of reference graph,Alphabet_size,Size of actual model(APTA),Correct merges,Incorrect merges,Size of learned model (baised_EDSM),number of hard patterns,number of blocked potential-merges by hard patterns,number of soft patterns,number of biased potential-merges by soft patterns,Total time spent in EDSM (seconds),Number of colors used (automata_size),Number of SAT solver calls,Number of variables in the last SAT call,Number of clauses in the last SAT call,SAT result,Total time spent in SAT solver (seconds),number of Positive traces,number of Negative traces,True Positive,True Negative,False Positive,False Negative,Precision,Recall,Specificity,F-measure,Accuracy,BCR,Structural Difference,ratioOfCorrectMerge,ratioOfRejected2CompletedMerges
coffeemachine_3_6,5795,3,6,6 states,8 symbols,58,10,3,28,29,873,,,0.3833,6,5,606,6450,SAT,0.1642,44,44,2,44,0,42,1.00,0.05,1.00,0.10,0.50,0.50,0.4714912280701754,76.92,6715.38
coffeemachine_8_1,5553,8,1,6 states,8 symbols,58,10,3,28,29,873,,,0.4184,6,5,606,6450,SAT,0.1704,44,44,2,44,0,42,1.00,0.05,1.00,0.10,0.50,0.50,0.4714912280701754,76.92,6715.38
coffeemachine_4_12,8307,4,12,6 states,8 symbols,70,13,4,35,30,1362,,,0.8046,6,5,648,7354,SAT,0.1775,48,48,14,45,3,34,0.82,0.29,0.94,0.40,0.60,0.60,0.4125,76.47,8011.76
coffeemachine_0_3,3681,0,3,6 states,8 symbols,58,10,3,28,29,873,,,0.4174,6,5,606,6450,SAT,0.1731,44,44,4,44,0,40,1.00,0.09,1.00,0.20,0.50,0.50,0.4714912280701754,76.92,6715.38
coffeemachine_4_1,8307,4,1,6 states,8 symbols,58,10,3,28,29,873,,,0.3931,6,5,606,6450,SAT,0.1681,44,44,2,44,0,42,1.00,0.05,1.00,0.10,0.50,0.50,0.4714912280701754,76.92,6715.38
coffeemachine_3_25,5795,3,25,6 states,8 symbols,218,26,8,108,34,3779,,,2.8989,8,7,1640,28224,SAT,0.5496,100,100,56,100,0,44,1.00,0.56,1.00,0.70,0.80,0.80,0.5029761904761905,76.47,11114.71
coffeemachine_6_3,9998,6,3,6 states,8 symbols,58,10,3,28,29,873,,,0.4023,6,5,606,6450,SAT,0.1685,44,44,1,44,0,43,1.00,0.02,1.00,0.00,0.50,0.50,0.4714912280701754,76.92,6715.38
coffeemachine_3_12,5795,3,12,6 states,8 symbols,71,11,6,35,31,1138,,,0.4965,6,5,648,7354,SAT,0.1793,48,48,0,48,0,48,0.00,0.00,0.00,0.00,0.50,0.00,0.4125,64.71,6694.12
coffeemachine_0_6,3681,0,6,6 states,8 symbols,58,10,3,28,29,873,,,0.4287,6,5,606,6450,SAT,0.1810,44,44,4,44,0,40,1.00,0.09,1.00,0.20,0.50,0.50,0.4714912280701754,76.92,6715.38
coffeemachine_0_50,3681,0,50,6 states,8 symbols,489,12,0,232,34,101,,,3.6571,7,6,2219,33737,SAT,0.3621,200,200,200,198,2,0,0.99,1.00,0.99,1.00,1.00,1.00,0.9583333333333334,100.00,841.67
coffeemachine_4_0,8307,4,0,6 states,8 symbols,58,10,3,28,29,873,,,0.4044,6,5,606,6450,SAT,0.1697,44,44,2,44,0,42,1.00,0.05,1.00,0.10,0.50,0.50,0.4714912280701754,76.92,6715.38
coffeemachine_3_3,5795,3,3,6 states,8 symbols,58,10,3,28,29,873,,,0.3827,6,5,606,6450,SAT,0.1658,44,44,28,44,0,16,1.00,0.64,1.00,0.80,0.80,0.80,0.7333333333333334,76.92,6715.38
coffeemachine_3_50,5795,3,50,6 states,8 symbols,467,11,0,216,34,140,,,2.4465,7,6,2107,31719,SAT,0.3521,200,200,200,194,6,0,0.97,1.00,0.97,1.00,1.00,1.00,0.875,100.00,1272.73
coffeemachine_1_1,8014,1,1,6 states,8 symbols,58,10,3,28,29,873,,,0.4182,6,5,606,6450,SAT,0.1711,44,44,2,44,0,42,1.00,0.05,1.00,0.10,0.50,0.50,0.4714912280701754,76.92,6715.38
coffeemachine_2_50,5315,2,50,6 states,8 symbols,480,7,0,229,34,34,,,1.7988,7,6,2198,32887,SAT,0.3761,200,200,145,198,2,55,0.99,0.72,0.99,0.80,0.90,0.90,0.7083333333333334,100.00,485.71
coffeemachine_2_3,5315,2,3,6 states,8 symbols,58,10,3,28,29,873,,,0.4290,6,5,606,6450,SAT,0.1760,44,44,29,44,0,15,1.00,0.66,1.00,0.80,0.80,0.80,0.7333333333333334,76.92,6715.38
coffeemachine_1_50,8014,1,50,6 states,8 symbols,473,7,1,234,34,122,,,1.9216,7,6,2233,33585,SAT,0.3753,200,200,164,199,1,36,0.99,0.82,0.99,0.90,0.90,0.90,0.6666666666666666,87.50,1525.00
coffeemachine_9_0,2925,9,0,6 states,8 symbols,58,10,3,28,29,873,,,0.4947,6,5,606,6450,SAT,0.1735,44,44,3,44,0,41,1.00,0.07,1.00,0.10,0.50,0.50,0.4714912280701754,76.92,6715.38
coffeemachine_6_25,9998,6,25,6 states,8 symbols,228,29,4,112,33,2963,,,3.3605,6,5,1110,15282,SAT,0.2267,100,100,76,99,1,24,0.99,0.76,0.99,0.90,0.90,0.90,0.7333333333333334,87.88,8978.79
coffeemachine_6_50,9998,6,50,6 states,8 symbols,487,7,0,236,34,164,,,2.2403,7,6,2247,33727,SAT,0.5378,200,200,200,200,0,0,1.00,1.00,1.00,1.00,1.00,1.00,0.8333333333333334,100.00,2342.86
coffeemachine_0_1,3681,0,1,6 states,8 symbols,58,10,3,28,29,873,,,0.4115,6,5,606,6450,SAT,0.1728,44,44,4,44,0,40,1.00,0.09,1.00,0.20,0.50,0.50,0.4714912280701754,76.92,6715.38
coffeemachine_9_25,2925,9,25,6 states,8 symbols,219,26,7,109,34,2676,,,2.9004,9,8,1962,36744,SAT,2.0523,100,100,10,100,0,90,1.00,0.10,1.00,0.20,0.60,0.60,0.6,78.79,8109.09
coffeemachine_9_12,2925,9,12,6 states,8 symbols,73,15,7,38,32,1842,,,0.7031,9,8,1323,20833,SAT,0.7315,48,48,2,48,0,46,1.00,0.04,1.00,0.10,0.50,0.50,0.29166666666666663,68.18,8372.73
coffeemachine_3_0,5795,3,0,6 states,8 symbols,58,10,3,28,29,873,,,0.3861,6,5,606,6450,SAT,0.2134,44,44,2,44,0,42,1.00,0.05,1.00,0.10,0.50,0.50,0.4714912280701754,76.92,6715.38
coffeemachine_9_50,2925,9,50,6 states,8 symbols,480,9,0,218,34,130,,,2.0653,7,6,2121,31763,SAT,0.3477,200,200,90,200,0,110,1.00,0.45,1.00,0.60,0.70,0.70,0.625,100.00,1444.44
coffeemachine_7_1,8829,7,1,6 states,8 symbols,58,10,3,28,29,873,,,0.4211,6,5,606,6450,SAT,0.1803,44,44,2,44,0,42,1.00,0.05,1.00,0.10,0.50,0.50,0.4714912280701754,76.92,6715.38
coffeemachine_7_3,8829,7,3,6 states,8 symbols,58,10,3,28,29,873,,,0.4045,6,5,606,6450,SAT,0.1729,44,44,2,44,0,42,1.00,0.05,1.00,0.10,0.50,0.50,0.4714912280701754,76.92,6715.38
coffeemachine_6_12,9998,6,12,6 states,8 symbols,70,12,8,34,32,1648,,,0.6421,7,6,833,10761,SAT,0.2512,48,48,3,48,0,45,1.00,0.06,1.00,0.10,0.50,0.50,0.5833333333333334,60.00,8240.00
coffeemachine_5_6,6578,5,6,6 states,8 symbols,58,10,3,28,29,873,,,0.3972,6,5,606,6450,SAT,0.1692,44,44,6,44,0,38,1.00,0.14,1.00,0.20,0.60,0.60,0.4714912280701754,76.92,6715.38
coffeemachine_1_25,8014,1,25,6 states,8 symbols,214,22,5,107,34,2179,,,2.2466,8,7,1632,27171,SAT,0.4026,100,100,65,96,4,35,0.94,0.65,0.96,0.80,0.80,0.80,0.5029761904761905,81.48,8070.37
coffeemachine_0_12,3681,0,12,6 states,8 symbols,69,12,3,34,31,996,,,0.4986,6,5,642,7122,SAT,0.1802,48,48,2,48,0,46,1.00,0.04,1.00,0.10,0.50,0.50,0.55,80.00,6640.00
coffeemachine_4_25,8307,4,25,6 states,8 symbols,219,24,8,107,33,2527,,,3.1290,7,6,1344,20697,SAT,0.2945,100,100,78,100,0,22,1.00,0.78,1.00,0.90,0.90,0.90,0.6666666666666666,75.00,7896.88
coffeemachine_5_0,6578,5,0,6 states,8 symbols,58,10,3,28,29,873,,,0.4180,6,5,606,6450,SAT,0.1818,44,44,6,44,0,38,1.00,0.14,1.00,0.20,0.60,0.60,0.4714912280701754,76.92,6715.38
coffeemachine_7_25,8829,7,25,6 states,8 symbols,212,27,6,105,33,2968,,,2.7160,7,6,1330,20555,SAT,0.2919,100,100,69,98,2,31,0.97,0.69,0.98,0.80,0.80,0.80,0.7083333333333334,81.82,8993.94
coffeemachine_5_50,6578,5,50,6 states,8 symbols,490,12,8,241,34,911,,,9.1722,10,9,3620,76452,SAT,12.2666,200,200,127,199,1,73,0.99,0.64,0.99,0.80,0.80,0.80,0.45138888888888884,60.00,4555.00
coffeemachine_9_6,2925,9,6,6 states,8 symbols,58,10,3,28,29,873,,,0.4066,6,5,606,6450,SAT,0.1713,44,44,3,44,0,41,1.00,0.07,1.00,0.10,0.50,0.50,0.4714912280701754,76.92,6715.38
coffeemachine_5_12,6578,5,12,6 states,8 symbols,70,12,5,33,31,1099,,,0.4971,7,6,826,10347,SAT,0.2583,48,48,3,46,2,45,0.60,0.06,0.96,0.10,0.50,0.50,0.5,70.59,6464.71
coffeemachine_7_12,8829,7,12,6 states,8 symbols,69,13,3,33,31,1369,,,0.4992,6,5,636,7106,SAT,0.1778,48,48,13,47,1,35,0.93,0.27,0.98,0.40,0.60,0.60,0.4125,81.25,8556.25
coffeemachine_3_1,5795,3,1,6 states,8 symbols,58,10,3,28,29,873,,,0.4194,6,5,606,6450,SAT,0.1761,44,44,28,44,0,16,1.00,0.64,1.00,0.80,0.80,0.80,0.7333333333333334,76.92,6715.38
coffeemachine_0_25,3681,0,25,6 states,8 symbols,210,23,3,103,34,1357,,,1.7518,10,9,2240,43704,SAT,4.1960,100,100,29,100,0,71,1.00,0.29,1.00,0.40,0.60,0.60,0.5970238095238095,88.46,5219.23
coffeemachine_2_6,5315,2,6,6 states,8 symbols,58,10,3,28,29,873,,,0.4284,6,5,606,6450,SAT,0.1830,44,44,1,44,0,43,1.00,0.02,1.00,0.00,0.50,0.50,0.4714912280701754,76.92,6715.38
coffeemachine_5_3,6578,5,3,6 states,8 symbols,58,10,3,28,29,873,,,0.4231,6,5,606,6450,SAT,0.1696,44,44,6,44,0,38,1.00,0.14,1.00,0.20,0.60,0.60,0.4714912280701754,76.92,6715.38
coffeemachine_1_12,8014,1,12,6 states,8 symbols,69,14,5,34,29,1546,,,0.5330,8,7,1048,14686,SAT,2.0032,48,48,1,48,0,47,1.00,0.02,1.00,0.00,0.50,0.50,0.4642857142857143,73.68,8136.84
coffeemachine_8_12,5553,8,12,6 states,8 symbols,70,13,8,30,31,1618,,,0.6086,9,8,1251,19079,SAT,9.8451,48,48,7,46,2,41,0.78,0.15,0.96,0.20,0.60,0.60,0.40658602150537637,61.90,7704.76
coffeemachine_4_50,8307,4,50,6 states,8 symbols,485,11,0,223,34,293,,,3.2242,7,6,2156,32559,SAT,0.3515,200,200,200,200,0,0,1.00,1.00,1.00,1.00,1.00,1.00,0.9166666666666666,100.00,2663.64
coffeemachine_8_6,5553,8,6,6 states,8 symbols,58,10,3,28,29,873,,,0.4113,6,5,606,6450,SAT,0.1710,44,44,2,44,0,42,1.00,0.05,1.00,0.10,0.50,0.50,0.4714912280701754,76.92,6715.38
coffeemachine_4_6,8307,4,6,6 states,8 symbols,58,10,3,28,29,873,,,0.3840,6,5,606,6450,SAT,0.1677,44,44,2,44,0,42,1.00,0.05,1.00,0.10,0.50,0.50,0.4714912280701754,76.92,6715.38
coffeemachine_9_1,2925,9,1,6 states,8 symbols,58,10,3,28,29,873,,,0.4700,6,5,606,6450,SAT,0.1742,44,44,3,44,0,41,1.00,0.07,1.00,0.10,0.50,0.50,0.4714912280701754,76.92,6715.38
coffeemachine_7_6,8829,7,6,6 states,8 symbols,58,10,3,28,29,873,,,0.4606,6,5,606,6450,SAT,0.1682,44,44,23,44,0,21,1.00,0.52,1.00,0.70,0.80,0.80,0.7333333333333334,76.92,6715.38
coffeemachine_8_25,5553,8,25,6 states,8 symbols,222,27,5,110,33,3382,,,2.5559,6,5,1098,15034,SAT,0.2042,100,100,75,99,1,25,0.99,0.75,0.99,0.90,0.90,0.90,0.6416666666666666,84.38,10568.75
coffeemachine_2_1,5315,2,1,6 states,8 symbols,58,10,3,28,29,873,,,0.4005,6,5,606,6450,SAT,0.1832,44,44,29,44,0,15,1.00,0.66,1.00,0.80,0.80,0.80,0.7333333333333334,76.92,6715.38
coffeemachine_4_3,8307,4,3,6 states,8 symbols,58,10,3,28,29,873,,,0.4073,6,5,606,6450,SAT,0.1910,44,44,34,44,0,10,1.00,0.77,1.00,0.90,0.90,0.90,0.7333333333333334,76.92,6715.38
coffeemachine_0_0,3681,0,0,6 states,8 symbols,58,10,3,28,29,873,,,0.4388,6,5,606,6450,SAT,0.1822,44,44,30,44,0,14,1.00,0.68,1.00,0.80,0.80,0.80,0.7333333333333334,76.92,6715.38
coffeemachine_2_0,5315,2,0,6 states,8 symbols,58,10,3,28,29,873,,,0.4258,6,5,606,6450,SAT,0.1772,44,44,1,44,0,43,1.00,0.02,1.00,0.00,0.50,0.50,0.4714912280701754,76.92,6715.38
coffeemachine_1_0,8014,1,0,6 states,8 symbols,58,10,3,28,29,873,,,0.4264,6,5,606,6450,SAT,0.1753,44,44,2,44,0,42,1.00,0.05,1.00,0.10,0.50,0.50,0.4714912280701754,76.92,6715.38
coffeemachine_5_1,6578,5,1,6 states,8 symbols,58,10,3,28,29,873,,,0.4031,6,5,606,6450,SAT,0.1693,44,44,6,44,0,38,1.00,0.14,1.00,0.20,0.60,0.60,0.4714912280701754,76.92,6715.38
coffeemachine_5_25,6578,5,25,6 states,8 symbols,227,24,7,111,33,3513,,,2.6176,9,8,1980,36818,SAT,1.7144,100,100,6,99,1,94,0.86,0.06,0.99,0.10,0.50,0.50,0.375,77.42,11332.26
coffeemachine_9_3,2925,9,3,6 states,8 symbols,58,10,3,28,29,873,,,0.4151,6,5,606,6450,SAT,0.1702,44,44,3,44,0,41,1.00,0.07,1.00,0.10,0.50,0.50,0.4714912280701754,76.92,6715.38
coffeemachine_1_3,8014,1,3,6 states,8 symbols,58,10,3,28,29,873,,,0.4270,6,5,606,6450,SAT,0.1709,44,44,19,44,0,25,1.00,0.43,1.00,0.60,0.70,0.70,0.7333333333333334,76.92,6715.38
coffeemachine_6_6,9998,6,6,6 states,8 symbols,58,10,3,28,29,873,,,0.4223,6,5,606,6450,SAT,0.1909,44,44,1,44,0,43,1.00,0.02,1.00,0.00,0.50,0.50,0.4714912280701754,76.92,6715.38
