File,Seed,Trails,Number of walks,Size of reference graph,Alphabet_size,Size of actual model(APTA),Correct merges,Incorrect merges,Size of learned model (baised_EDSM),number of hard patterns,number of blocked potential-merges by hard patterns,number of soft patterns,number of biased potential-merges by soft patterns,Total time spent in EDSM (seconds),number of Positive traces,number of Negative traces,True Positive,True Negative,False Positive,False Negative,Precision,Recall,Specificity,F-measure,Accuracy,BCR,Structural Difference,ratioOfCorrectMerge,ratioOfRejected2CompletedMerges
openSSL_6_75,9758,6,75,6 states,20 symbols,691,73,5,20,18,4658,28,0,39.0209,300,300,0,300,0,300,0.0,0.0,0.0,0.0,0.5,0.0,0.1705940108001963,93.59,5971.79
openSSL_8_0,7727,8,0,6 states,20 symbols,153,51,5,22,18,3390,19,0,1.6116,112,112,0,112,0,112,0.0,0.0,0.0,0.0,0.5,0.0,0.1287878787878787,91.07,6053.57
openSSL_8_37,7727,8,37,6 states,20 symbols,252,62,4,24,18,4677,22,0,3.0432,148,148,32,132,16,116,0.67,0.22,0.89,0.3,0.6,0.6,0.1577046548956661,93.94,7086.36
openSSL_0_75,5989,0,75,6 states,20 symbols,693,44,5,16,18,2103,25,0,4.3602,300,300,0,300,0,300,0.0,0.0,0.0,0.0,0.5,0.0,0.3154761904761904,89.8,4291.84
openSSL_4_37,6940,4,37,6 states,20 symbols,259,37,5,15,18,1253,21,0,1.2682,148,148,0,148,0,148,0.0,0.0,0.0,0.0,0.5,0.0,0.3333333333333333,88.1,2983.33
openSSL_1_4,9292,1,4,6 states,20 symbols,153,51,5,22,18,3390,19,0,1.6287,112,112,0,112,0,112,0.0,0.0,0.0,0.0,0.5,0.0,0.1287878787878787,91.07,6053.57
openSSL_7_75,312,7,75,6 states,20 symbols,693,42,5,14,18,1709,26,0,3.7996,300,300,0,300,0,300,0.0,0.0,0.0,0.0,0.5,0.0,0.3238095238095237,89.36,3636.17
openSSL_4_2400,3121,4,2400,6 states,20 symbols,23162,41,3,9,19,270,30,0,6547.1104,9600,9600,2970,9093,507,6630,0.85,0.31,0.95,0.5,0.6,0.6,0.6671245421245422,93.18,613.64
openSSL_5_75,3796,5,75,6 states,20 symbols,676,45,4,16,18,2070,30,0,5.245,300,300,0,300,0,300,0.0,0.0,0.0,0.0,0.5,0.0,0.3154761904761904,91.84,4224.49
openSSL_9_150,8768,9,150,6 states,20 symbols,1481,51,5,14,18,1976,31,0,18.2261,600,600,0,600,0,600,0.0,0.0,0.0,0.0,0.5,0.0,0.3064182194616977,91.07,3528.57
openSSL_2_75,180,2,75,6 states,20 symbols,681,47,6,14,18,2450,26,0,4.3535,300,300,0,300,0,300,0.0,0.0,0.0,0.0,0.5,0.0,0.3116883116883117,88.68,4622.64
openSSL_0_18,5989,0,18,6 states,20 symbols,153,51,5,22,18,3390,19,0,1.6266,112,112,0,112,0,112,0.0,0.0,0.0,0.0,0.5,0.0,0.1287878787878787,91.07,6053.57
openSSL_4_0,6940,4,0,6 states,20 symbols,153,51,5,22,18,3390,19,0,1.5554,112,112,0,112,0,112,0.0,0.0,0.0,0.0,0.5,0.0,0.1287878787878787,91.07,6053.57
