File,Seed,Trails,Number of walks,Size of reference graph,Alphabet_size,Size of actual model(APTA),Correct merges,Incorrect merges,Size of learned model (baised_EDSM),number of hard patterns,number of blocked potential-merges by hard patterns,number of soft patterns,number of biased potential-merges by soft patterns,Total time spent in EDSM (seconds),Number of colors used (automata_size),Number of SAT solver calls,Number of variables in the last SAT call,Number of clauses in the last SAT call,SAT result,Total time spent in SAT solver (seconds),number of Positive traces,number of Negative traces,True Positive,True Negative,False Positive,False Negative,Precision,Recall,Specificity,F-measure,Accuracy,BCR,Structural Difference,ratioOfCorrectMerge
Random1_9_3,509,9,3,7 states,6 symbols,57,7,3,24,23,602,,,0.2811,7,6,469,5887,SAT,0.2133,36,36,1,36,0,35,1.00,0.03,1.00,0.10,0.50,0.50,0.6706349206349207,70.00
Random1_1_25,9563,1,25,7 states,6 symbols,249,16,2,97,24,610,,,1.3532,8,7,1168,20554,SAT,0.3861,100,100,13,96,4,87,0.76,0.13,0.96,0.20,0.50,0.50,0.6666666666666666,88.89
Random1_7_6,1335,7,6,7 states,6 symbols,57,7,3,24,23,602,,,0.3106,7,6,469,5887,SAT,0.2107,36,36,0,36,0,36,0.00,0.00,0.00,0.00,0.50,0.00,0.6706349206349207,70.00
Random1_8_3,7796,8,3,7 states,6 symbols,57,7,3,24,23,602,,,0.3270,7,6,469,5887,SAT,0.2144,36,36,0,36,0,36,0.00,0.00,0.00,0.00,0.50,0.00,0.6706349206349207,70.00
Random1_3_6,9917,3,6,7 states,6 symbols,57,7,3,24,23,602,,,0.2908,7,6,469,5887,SAT,0.2055,36,36,0,36,0,36,0.00,0.00,0.00,0.00,0.50,0.00,0.6706349206349207,70.00
Random1_1_3,9563,1,3,7 states,6 symbols,57,7,3,24,23,602,,,0.2860,7,6,469,5887,SAT,0.2061,36,36,0,36,0,36,0.00,0.00,0.00,0.00,0.50,0.00,0.6706349206349207,70.00
Random1_0_25,8580,0,25,7 states,6 symbols,251,7,5,120,24,582,,,0.9094,10,9,1810,37817,SAT,3.5347,100,100,0,100,0,100,0.00,0.00,0.00,0.00,0.50,0.00,0.5164835164835164,58.33
Random1_8_25,7796,8,25,7 states,6 symbols,257,10,2,121,26,377,,,0.8906,11,10,2068,46813,SAT,16.4579,100,100,0,99,1,100,0.00,0.00,0.99,0.00,0.50,0.50,0.4452380952380952,83.33
Random1_8_0,7796,8,0,7 states,6 symbols,57,7,3,24,23,602,,,0.3119,7,6,469,5887,SAT,0.2052,36,36,0,36,0,36,0.00,0.00,0.00,0.00,0.50,0.00,0.6706349206349207,70.00
Random1_1_6,9563,1,6,7 states,6 symbols,57,7,3,24,23,602,,,0.2694,7,6,469,5887,SAT,0.2043,36,36,0,36,0,36,0.00,0.00,0.00,0.00,0.50,0.00,0.6706349206349207,70.00
Random1_2_0,1249,2,0,7 states,6 symbols,57,7,3,24,23,602,,,0.2825,7,6,469,5887,SAT,0.2127,36,36,0,36,0,36,0.00,0.00,0.00,0.00,0.50,0.00,0.6706349206349207,70.00
Random1_6_1,4424,6,1,7 states,6 symbols,57,7,3,24,23,602,,,1.6987,7,6,469,5887,SAT,0.2074,36,36,0,36,0,36,0.00,0.00,0.00,0.00,0.50,0.00,0.6706349206349207,70.00
Random1_3_50,9917,3,50,7 states,6 symbols,546,8,0,265,25,20,,,1.7663,8,7,2512,45650,SAT,0.5459,200,200,200,200,0,0,1.00,1.00,1.00,1.00,1.00,1.00,1.0,100.00
Random1_9_0,509,9,0,7 states,6 symbols,57,7,3,24,23,602,,,0.2652,7,6,469,5887,SAT,0.2068,36,36,1,36,0,35,1.00,0.03,1.00,0.10,0.50,0.50,0.6706349206349207,70.00
Random1_1_1,9563,1,1,7 states,6 symbols,57,7,3,24,23,602,,,0.2856,7,6,469,5887,SAT,0.2112,36,36,0,36,0,36,0.00,0.00,0.00,0.00,0.50,0.00,0.6706349206349207,70.00
Random1_7_50,1335,7,50,7 states,6 symbols,552,8,0,264,25,33,,,1.8438,8,7,2504,45493,SAT,0.4599,200,200,200,196,4,0,0.98,1.00,0.98,1.00,1.00,1.00,0.9523809523809523,100.00
Random1_0_3,8580,0,3,7 states,6 symbols,57,7,3,24,23,602,,,0.4098,7,6,469,5887,SAT,0.2373,36,36,0,36,0,36,0.00,0.00,0.00,0.00,0.50,0.00,0.6706349206349207,70.00
Random1_8_12,7796,8,12,7 states,6 symbols,97,10,4,48,23,816,,,0.4026,8,7,776,12349,SAT,0.3170,48,48,0,48,0,48,0.00,0.00,0.00,0.00,0.50,0.00,0.42857142857142855,71.43
Random1_2_50,1249,2,50,7 states,6 symbols,554,12,0,257,26,198,,,4.0117,8,7,2448,44906,SAT,0.4966,200,200,200,196,4,0,0.98,1.00,0.98,1.00,1.00,1.00,0.9523809523809523,100.00
Random1_7_0,1335,7,0,7 states,6 symbols,57,7,3,24,23,602,,,0.2959,7,6,469,5887,SAT,0.2046,36,36,0,36,0,36,0.00,0.00,0.00,0.00,0.50,0.00,0.6706349206349207,70.00
Random1_1_0,9563,1,0,7 states,6 symbols,57,7,3,24,23,602,,,0.2809,7,6,469,5887,SAT,0.2128,36,36,0,36,0,36,0.00,0.00,0.00,0.00,0.50,0.00,0.6706349206349207,70.00
Random1_3_12,9917,3,12,7 states,6 symbols,98,10,4,49,23,809,,,0.4033,8,7,784,12506,SAT,0.4243,48,48,1,48,0,47,1.00,0.02,1.00,0.00,0.50,0.50,0.6190476190476191,71.43
Random1_7_3,1335,7,3,7 states,6 symbols,57,7,3,24,23,602,,,0.3085,7,6,469,5887,SAT,0.2092,36,36,0,36,0,36,0.00,0.00,0.00,0.00,0.50,0.00,0.6706349206349207,70.00
Random1_4_1,7794,4,1,7 states,6 symbols,57,7,3,24,23,602,,,0.4237,7,6,469,5887,SAT,0.2159,36,36,0,36,0,36,0.00,0.00,0.00,0.00,0.50,0.00,0.6706349206349207,70.00
Random1_4_3,7794,4,3,7 states,6 symbols,57,7,3,24,23,602,,,0.4943,7,6,469,5887,SAT,0.2274,36,36,0,36,0,36,0.00,0.00,0.00,0.00,0.50,0.00,0.6706349206349207,70.00
Random1_9_12,509,9,12,7 states,6 symbols,101,6,7,50,24,712,,,0.4193,7,6,651,9301,SAT,0.2493,48,48,0,48,0,48,0.00,0.00,0.00,0.00,0.50,0.00,0.6918767507002801,46.15
Random1_3_0,9917,3,0,7 states,6 symbols,57,7,3,24,23,602,,,0.2735,7,6,469,5887,SAT,0.2095,36,36,0,36,0,36,0.00,0.00,0.00,0.00,0.50,0.00,0.6706349206349207,70.00
Random1_3_1,9917,3,1,7 states,6 symbols,57,7,3,24,23,602,,,0.2869,7,6,469,5887,SAT,0.2054,36,36,0,36,0,36,0.00,0.00,0.00,0.00,0.50,0.00,0.6706349206349207,70.00
Random1_0_0,8580,0,0,7 states,6 symbols,57,7,3,24,23,602,,,0.2583,7,6,469,5887,SAT,0.2070,36,36,0,36,0,36,0.00,0.00,0.00,0.00,0.50,0.00,0.6706349206349207,70.00
Random1_6_12,4424,6,12,7 states,6 symbols,96,13,4,42,23,1163,,,1.3937,8,7,728,11791,SAT,0.3476,48,48,0,48,0,48,0.00,0.00,0.00,0.00,0.50,0.00,0.6015037593984962,76.47
Random1_3_3,9917,3,3,7 states,6 symbols,57,7,3,24,23,602,,,0.2834,7,6,469,5887,SAT,0.2048,36,36,0,36,0,36,0.00,0.00,0.00,0.00,0.50,0.00,0.6706349206349207,70.00
Random1_0_6,8580,0,6,7 states,6 symbols,57,7,3,24,23,602,,,0.2647,7,6,469,5887,SAT,0.2135,36,36,0,36,0,36,0.00,0.00,0.00,0.00,0.50,0.00,0.6706349206349207,70.00
Random1_4_12,7794,4,12,7 states,6 symbols,93,10,2,46,23,217,,,0.3782,8,7,760,11779,SAT,0.3385,48,48,1,48,0,47,1.00,0.02,1.00,0.00,0.50,0.50,0.5238095238095238,83.33
Random1_0_1,8580,0,1,7 states,6 symbols,57,7,3,24,23,602,,,0.3049,7,6,469,5887,SAT,0.2385,36,36,0,36,0,36,0.00,0.00,0.00,0.00,0.50,0.00,0.6706349206349207,70.00
Random1_6_25,4424,6,25,7 states,6 symbols,240,7,4,106,25,294,,,0.7057,9,8,1449,27175,SAT,1.3428,100,100,0,100,0,100,0.00,0.00,0.00,0.00,0.50,0.00,0.5803571428571428,63.64
Random1_4_50,7794,4,50,7 states,6 symbols,551,7,0,258,26,25,,,1.7101,8,7,2456,44423,SAT,0.5170,200,200,200,200,0,0,1.00,1.00,1.00,1.00,1.00,1.00,1.0,100.00
Random1_5_50,6644,5,50,7 states,6 symbols,563,9,0,277,26,99,,,3.3717,8,7,2608,47662,SAT,0.5037,200,200,200,195,5,0,0.98,1.00,0.97,1.00,1.00,1.00,0.9523809523809523,100.00
Random1_7_25,1335,7,25,7 states,6 symbols,253,7,3,124,25,118,,,0.8617,9,8,1611,30595,SAT,0.7439,100,100,1,100,0,99,1.00,0.01,1.00,0.00,0.50,0.50,0.5119047619047619,70.00
Random1_1_12,9563,1,12,7 states,6 symbols,90,12,3,44,23,708,,,0.3896,8,7,744,11849,SAT,0.3247,48,48,0,48,0,48,0.00,0.00,0.00,0.00,0.50,0.00,0.6190476190476191,80.00
Random1_9_1,509,9,1,7 states,6 symbols,57,7,3,24,23,602,,,0.2768,7,6,469,5887,SAT,0.2093,36,36,1,36,0,35,1.00,0.03,1.00,0.10,0.50,0.50,0.6706349206349207,70.00
Random1_5_3,6644,5,3,7 states,6 symbols,57,7,3,24,23,602,,,0.2767,7,6,469,5887,SAT,0.2055,36,36,1,36,0,35,1.00,0.03,1.00,0.10,0.50,0.50,0.6706349206349207,70.00
Random1_1_50,9563,1,50,7 states,6 symbols,544,11,1,242,25,129,,,4.3142,10,9,3030,67829,SAT,2.4124,200,200,65,197,3,135,0.96,0.33,0.98,0.50,0.70,0.70,0.7619047619047619,91.67
Random1_2_12,1249,2,12,7 states,6 symbols,92,8,3,45,24,382,,,0.3425,9,8,900,15036,SAT,1.3140,48,48,0,48,0,48,0.00,0.00,0.00,0.00,0.50,0.00,0.4554865424430642,72.73
Random1_3_25,9917,3,25,7 states,6 symbols,250,9,3,123,24,155,,,1.0069,9,8,1602,30720,SAT,0.7161,100,100,4,99,1,96,0.80,0.04,0.99,0.10,0.50,0.50,0.4910714285714286,75.00
Random1_6_6,4424,6,6,7 states,6 symbols,57,7,3,24,23,602,,,0.8448,7,6,469,5887,SAT,0.2061,36,36,0,36,0,36,0.00,0.00,0.00,0.00,0.50,0.00,0.6706349206349207,70.00
Random1_8_6,7796,8,6,7 states,6 symbols,57,7,3,24,23,602,,,0.3230,7,6,469,5887,SAT,0.2139,36,36,0,36,0,36,0.00,0.00,0.00,0.00,0.50,0.00,0.6706349206349207,70.00
Random1_2_1,1249,2,1,7 states,6 symbols,57,7,3,24,23,602,,,0.2987,7,6,469,5887,SAT,0.2092,36,36,0,36,0,36,0.00,0.00,0.00,0.00,0.50,0.00,0.6706349206349207,70.00
Random1_9_50,509,9,50,7 states,6 symbols,552,11,0,258,26,110,,,4.0736,8,7,2456,44935,SAT,0.6765,200,200,200,200,0,0,1.00,1.00,1.00,1.00,1.00,1.00,1.0,100.00
Random1_8_1,7796,8,1,7 states,6 symbols,57,7,3,24,23,602,,,0.2701,7,6,469,5887,SAT,0.2027,36,36,0,36,0,36,0.00,0.00,0.00,0.00,0.50,0.00,0.6706349206349207,70.00
Random1_6_3,4424,6,3,7 states,6 symbols,57,7,3,24,23,602,,,1.8148,7,6,469,5887,SAT,0.2065,36,36,0,36,0,36,0.00,0.00,0.00,0.00,0.50,0.00,0.6706349206349207,70.00
Random1_0_12,8580,0,12,7 states,6 symbols,96,9,5,48,23,665,,,0.4070,8,7,776,12349,SAT,0.4472,48,48,0,48,0,48,0.00,0.00,0.00,0.00,0.50,0.00,0.5714285714285714,64.29
Random1_5_12,6644,5,12,7 states,6 symbols,98,8,3,46,23,551,,,0.3540,8,7,760,11651,SAT,0.3077,48,48,7,48,0,41,1.00,0.15,1.00,0.30,0.60,0.60,0.4880952380952381,72.73
Random1_6_0,4424,6,0,7 states,6 symbols,57,7,3,24,23,602,,,0.2647,7,6,469,5887,SAT,0.2151,36,36,0,36,0,36,0.00,0.00,0.00,0.00,0.50,0.00,0.6706349206349207,70.00
Random1_4_25,7794,4,25,7 states,6 symbols,256,22,3,110,26,1339,,,3.1743,12,11,2196,56447,SAT,54.6058,100,100,6,100,0,94,1.00,0.06,1.00,0.10,0.50,0.50,0.4675324675324675,88.00
Random1_7_12,1335,7,12,7 states,6 symbols,95,9,5,47,23,723,,,0.3961,8,7,768,12192,SAT,0.4199,48,48,0,48,0,48,0.00,0.00,0.00,0.00,0.50,0.00,0.5238095238095238,64.29
Random1_5_0,6644,5,0,7 states,6 symbols,57,7,3,24,23,602,,,0.2759,7,6,469,5887,SAT,0.2131,36,36,1,36,0,35,1.00,0.03,1.00,0.10,0.50,0.50,0.6706349206349207,70.00
Random1_0_50,8580,0,50,7 states,6 symbols,560,8,0,249,25,56,,,1.8475,8,7,2384,43138,SAT,0.5173,200,200,200,200,0,0,1.00,1.00,1.00,1.00,1.00,1.00,1.0,100.00
Random1_4_6,7794,4,6,7 states,6 symbols,57,7,3,24,23,602,,,0.3037,7,6,469,5887,SAT,0.2299,36,36,0,36,0,36,0.00,0.00,0.00,0.00,0.50,0.00,0.6706349206349207,70.00
Random1_5_25,6644,5,25,7 states,6 symbols,271,11,0,127,26,318,,,1.2870,8,7,1408,24368,SAT,0.3538,100,100,100,91,9,0,0.92,1.00,0.91,1.00,1.00,1.00,0.8571428571428571,100.00
Random1_5_1,6644,5,1,7 states,6 symbols,57,7,3,24,23,602,,,0.2768,7,6,469,5887,SAT,0.2094,36,36,1,36,0,35,1.00,0.03,1.00,0.10,0.50,0.50,0.6706349206349207,70.00
